,bathrooms,bedrooms,has_photo,price,square_feet,address,cityname,state,latitude,longitude,source,time,AC,Alarm,Basketball,Cable or Satellite,Clubhouse,Dishwasher,Doorman,Elevator,Fireplace,Garbage Disposal,Gated,Golf,Gym,Hot Tub,Internet Access,Luxury,Parking,Patio/Deck,Playground,Pool,Refrigerator,Storage,TV,Tennis,View,Washer Dryer,Wood Floors,noamenities,Cats,"Cats,Dogs",Dogs,petsunknown
5021,1.0,1.0,1,1730,805,addressunknown,Fulton,MD,39.1527,-76.9306,RentDigs.com,1568754859,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
5022,1.0,1.0,1,1710,805,2100 West Arrow Route,Upland,CA,34.1132,-117.6615,RentLingo,1577358420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
5023,1.0,1.0,1,1545,805,295 E Speer Boulevard,Denver,CO,39.736,-104.9819,RentLingo,1577358445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
5024,1.0,1.0,1,1394,805,addressunknown,Germantown,MD,39.1695,-77.2694,RentDigs.com,1568764041,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
5025,1.0,1.0,1,1322,805,1 Eaglewood Rd,Annapolis,MD,38.9844,-76.4994,RentLingo,1577358489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
5026,1.0,2.0,1,1025,805,1506 Yuma St,Colorado Springs,CO,38.8562,-104.772,RentLingo,1577358732,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
5027,1.0,1.0,1,975,805,1110 Washington Avenue,Saint Louis,MO,38.6274,-90.304,RentLingo,1577359476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
5028,1.5,2.0,1,563,805,addressunknown,Texarkana,TX,33.4632,-94.0736,RentDigs.com,1568767583,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
5029,1.0,1.0,1,2338,806,addressunknown,Washington,DC,38.9348,-77.059,RealRentals,1577305237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
5030,1.0,1.0,1,2249,806,addressunknown,Washington,DC,38.9348,-77.059,RealRentals,1577305197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
5031,1.0,1.0,1,1500,806,7624 Tecoma Cir,Austin,TX,30.3054,-97.7497,RentLingo,1577359765,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1
5032,1.0,1.0,1,1400,806,2305 W Alabama St,Houston,TX,29.7714,-95.4343,RentLingo,1577358573,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0
5033,1.0,1.0,1,1110,806,13300 Atlantic Blvd,Jacksonville,FL,30.2989,-81.6324,RentLingo,1577358644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
5034,1.0,1.0,1,940,806,1000 Penn Center Boulevard,Pittsburgh,PA,40.4448,-79.9725,RentLingo,1577358696,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0
5035,1.0,1.0,1,939,806,addressunknown,Jamestown,NC,35.9998,-79.9305,RentDigs.com,1568749518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
5036,1.0,2.0,1,650,806,1205  1215 Yuma St,Manhattan,KS,39.1984,-96.6052,RentLingo,1577358467,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
5037,1.0,2.0,1,595,806,addressunknown,Maple Rapids,MI,43.1029,-84.692,RentLingo,1577017099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
5038,1.0,1.0,1,1110,807,703 S Roxboro St,Durham,NC,35.9907,-78.9074,RentLingo,1577359342,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
5039,1.0,1.0,1,1095,807,1461 S Goldking Way,Boise,ID,43.6046,-116.2475,RentLingo,1577360364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
5040,1.0,1.0,1,2457,808,addressunknown,Kirkland,WA,47.6869,-122.1896,RentDigs.com,1568774973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5041,1.0,1.0,1,1649,808,5301 Newcastle Ave,Encino,CA,34.164,-118.4984,RentLingo,1577359974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
5042,1.0,2.0,1,1325,808,214 N Blair St,Madison,WI,43.0724,-89.4003,RentLingo,1577015790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
5043,1.0,1.0,1,1295,808,601 N Eutaw St,Baltimore,MD,39.3191,-76.6126,RentLingo,1577359358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
5044,1.0,1.0,1,1205,808,520 Mlk Jr Boulevard,Macon,GA,32.833,-83.6723,RentLingo,1577358870,0,0,0,1,1,1,0,1,0,1,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0
5045,1.0,1.0,1,1080,808,addressunknown,Norman,OK,35.2314,-97.5069,RentDigs.com,1568780059,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1
5046,1.0,1.0,1,1055,808,addressunknown,Norman,OK,35.2314,-97.5069,RentDigs.com,1568779859,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1
5047,1.0,1.0,1,953,808,addressunknown,Raleigh,NC,35.7751,-78.6391,RentDigs.com,1568776357,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
5048,1.0,1.0,1,830,808,addressunknown,Greenville,NC,35.6264,-77.4386,RentDigs.com,1568778386,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
5049,1.0,2.0,1,820,808,9801 E 61st St,Raytown,MO,39.022,-94.4645,GoSection8,1570656320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
5051,2.0,3.0,1,400,808,48 E John,Champaign,IL,40.1145,-88.2723,RentLingo,1577358872,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5053,1.0,1.0,1,2195,809,14929 Dickens St,Sherman Oaks,CA,34.1542,-118.4447,RentLingo,1577360310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
5054,1.0,1.0,1,1247,809,addressunknown,Federal Way,WA,47.3045,-122.3726,RentDigs.com,1568771004,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
5055,1.0,1.0,1,919,809,5201 Eagles Peak Way,Louisville,KY,38.2009,-85.6999,RentLingo,1577014808,0,0,1,1,1,1,0,0,1,1,0,0,0,0,1,0,1,1,0,1,1,1,0,1,0,0,0,0,0,1,0,0
5056,1.0,1.0,1,911,809,15050 Copper Grove Boulevard,Houston,TX,29.7714,-95.4343,RentLingo,1577358385,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
5057,1.0,1.0,1,845,809,addressunknown,Hamilton,OH,39.4051,-84.5097,RentDigs.com,1568760771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
5058,1.0,1.0,1,830,809,addressunknown,Hamilton,OH,39.4051,-84.5097,RentDigs.com,1568760854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
5060,1.0,1.0,1,2095,810,addressunknown,North Bergen,NJ,40.7925,-74.0215,RentDigs.com,1568769401,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
5061,1.0,1.0,1,1900,810,addressunknown,Austin,TX,30.3054,-97.7497,RentLingo,1577359721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
5062,1.0,1.0,1,1795,810,addressunknown,West Long Branch,NJ,40.2897,-74.0189,RentDigs.com,1568767840,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
5063,1.0,2.0,1,1550,810,addressunknown,Methuen,MA,42.7282,-71.1802,ListedBuy,1576360060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
5064,1.0,2.0,1,1515,810,6195 Pegasus Drive,Riverside,CA,33.945,-117.4074,RentLingo,1577358512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
5065,1.0,1.0,1,1425,810,537 Bellevue Way SE,Bellevue,WA,47.5988,-122.1507,RentLingo,1577359362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
5066,1.0,2.0,1,1278,810,addressunknown,Mount Rainier,MD,38.942,-76.9632,RentDigs.com,1568750638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5067,1.0,1.0,1,1200,810,addressunknown,Anoka,MN,45.2835,-93.3871,RentLingo,1577015711,0,0,1,1,1,1,0,1,0,1,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0
5068,1.0,1.0,1,1150,810,171 Oakwood Ave,Troy,NY,42.7509,-73.6189,RentLingo,1577360237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
5069,1.0,1.0,1,855,810,777 E 15th St,Edmond,OK,35.6757,-97.4949,RentLingo,1577358642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
5070,2.0,2.0,1,825,810,520 Linda Dr,San Marcos,TX,29.8831,-97.945,RentLingo,1577017067,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
5071,1.0,2.0,1,774,810,2753 Townterrace Drive,Cincinnati,OH,39.1679,-84.4933,RentLingo,1577014874,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0
5072,1.0,1.0,1,758,810,addressunknown,Edmond,OK,35.6217,-97.4702,RentDigs.com,1568776512,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0
5073,1.0,1.0,1,731,810,addressunknown,Edmond,OK,35.6217,-97.4702,RentDigs.com,1568776456,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0
5074,1.0,2.0,1,725,810,1209 Delaware,Ames,IA,42.0259,-93.6516,RentLingo,1577015959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
5075,1.0,2.0,1,702,810,6045 N Main St,Dayton,OH,39.7528,-84.1744,ListedBuy,1576359383,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
5076,1.0,2.0,1,700,810,2007 Hayes Ave,Ames,IA,42.0259,-93.6516,RentLingo,1577015647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
5077,1.0,1.0,1,1315,811,2950 Old Spanish Trail,Houston,TX,29.7714,-95.4343,RentLingo,1577358286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
5078,1.0,1.0,1,1155,811,1817 North Dobson Rd,Chandler,AZ,33.3029,-111.8667,RentLingo,1577358415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
5079,1.0,1.0,1,975,811,306 South 15th St #206,Omaha,NE,41.2562,-96.0404,RentLingo,1577359510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
5080,1.0,2.0,1,958,811,addressunknown,Cary,NC,35.7585,-78.7783,RentDigs.com,1568756292,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0
5081,1.0,1.0,1,925,811,101 N Union St,Kokomo,IN,40.4738,-86.1409,RentLingo,1577360117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
5082,1.0,2.0,1,909,811,addressunknown,Cary,NC,35.7585,-78.7783,RentDigs.com,1568756255,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0
5083,1.0,3.0,1,600,811,#4 Pahrump Valley Boulevard,Pahrump,NV,36.2528,-116.0181,ListedBuy,1575677520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
5084,1.0,2.0,1,1650,812,addressunknown,Winooski,VT,44.4962,-73.1848,RentDigs.com,1568775579,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
5085,1.0,3.0,1,1595,812,310 N Butler St,Madison,WI,43.0724,-89.4003,RentLingo,1577015749,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5086,1.0,1.0,1,1277,812,addressunknown,Silver Spring,MD,39.065,-76.9815,RentDigs.com,1568768774,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0
5087,1.0,1.0,1,1146,812,7960 N 107th St,Milwaukee,WI,43.0531,-87.9659,RentLingo,1577015682,0,0,0,1,1,1,0,0,1,1,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0
5088,1.5,2.0,1,1100,812,9435 Middle Fiskville,Austin,TX,30.3054,-97.7497,RentLingo,1577360344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
5089,1.0,2.0,1,1025,812,1700 Palmer St,Durham,NC,35.9907,-78.9074,RentLingo,1577358770,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0
5090,1.0,1.0,1,1025,812,addressunknown,Brockton,MA,42.0876,-71.025,RentDigs.com,1568758340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
5091,1.0,1.0,1,999,812,10201 Cedar Lake Road,Minnetonka,MN,44.9235,-93.4704,RentLingo,1576667687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
5092,1.0,2.0,1,895,812,3731 W Oklahoma Avenue,Milwaukee,WI,43.0531,-87.9659,RentLingo,1576666468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
5093,1.0,1.0,1,891,812,6365 Merle Hay Rd,Johnston,IA,41.6828,-93.7077,RentLingo,1577359085,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
5094,1.0,1.0,1,835,812,3414 21st Avenue NW/2220 35th St NW/2213 33rd St NW/3312 21st Avenue NW,Minot,ND,48.2469,-101.3017,RentLingo,1577359922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
5095,1.0,1.0,1,1365,813,620 N Coppell Rd,Coppell,TX,32.9659,-96.9864,RentLingo,1577358582,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
5096,1.0,1.0,1,1328,813,addressunknown,Grapevine,TX,32.9314,-97.0956,RentDigs.com,1568780451,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
5097,1.0,1.0,1,815,813,12750 Briar Forest Dr,Houston,TX,29.7714,-95.4343,RentLingo,1576321187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
5098,1.0,1.0,1,1650,814,addressunknown,Hanover,MD,39.1649,-76.7156,RealRentals,1577305164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
5099,1.0,1.0,1,1595,814,5100 Oak St,Kansas City,MO,39.0744,-94.5521,RentLingo,1577015092,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0
5100,1.0,1.0,1,1240,814,addressunknown,Lumberton,NJ,39.9578,-74.8036,RentDigs.com,1568774590,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0
5101,1.0,1.0,1,1015,814,addressunknown,Lithonia,GA,33.6795,-84.1596,RentDigs.com,1568773442,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0
5102,1.0,1.0,1,995,814,addressunknown,Lithonia,GA,33.6795,-84.1596,RentDigs.com,1568773754,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0
5103,1.0,2.0,1,700,814,1522 Delaware Ave,Ames,IA,42.0259,-93.6516,RentLingo,1577015643,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5104,1.0,1.0,1,2595,815,addressunknown,West New York,NJ,40.789,-74.0122,RentDigs.com,1568773553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0
5105,1.0,1.0,1,2585,815,addressunknown,West New York,NJ,40.789,-74.0122,RentDigs.com,1568773550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1
5106,1.0,2.0,1,1799,815,8746 Phinney Avenue N #301,Seattle,WA,47.616,-122.3275,RentLingo,1577359648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
5107,1.0,1.0,1,1570,815,addressunknown,Pasadena,MD,39.1268,-76.5127,RentDigs.com,1568780332,1,0,0,1,1,1,0,1,1,0,1,0,1,0,1,0,1,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0
5109,1.5,2.0,1,1000,815,781 Hathaway Dr,Colorado Springs,CO,38.8562,-104.772,RentLingo,1577359569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
5110,1.0,1.0,1,919,815,405 Grand Wailea Drive,Hope Mills,NC,34.9674,-78.945,RentLingo,1577359552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
5111,1.0,2.0,1,639,815,addressunknown,Dayton,OH,39.7942,-84.2701,RentDigs.com,1568773131,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
5112,1.0,2.0,1,539,815,641 North Franklin St,Van Wert,OH,40.8623,-84.5874,RentLingo,1577358822,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
5113,1.0,2.0,1,2195,816,924 Belmont Ave,Long Beach,CA,33.8056,-118.1696,RentLingo,1577359410,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
5114,1.0,1.0,1,1555,816,addressunknown,Dallas,TX,32.7863,-96.8205,RentDigs.com,1568747894,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
5115,1.0,2.0,1,1195,816,addressunknown,Vancouver,WA,45.6558,-122.5888,RentLingo,1577360061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
5116,1.0,2.0,1,1150,816,addressunknown,Spanaway,WA,47.0758,-122.3959,ListedBuy,1575235363,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
5117,1.0,1.0,1,1048,816,1680 Hendersonville Road,Asheville,NC,35.5884,-82.56,RentLingo,1577359019,0,0,1,1,1,1,0,0,1,1,1,0,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0
5118,1.0,2.0,1,875,816,2031 33rd St NW,Minot,ND,48.2469,-101.3017,RentLingo,1577359918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
5119,1.0,2.0,1,745,816,3500 Grand Ave,Ames,IA,42.0259,-93.6516,RentLingo,1577015649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
5120,1.0,1.0,1,1799,817,addressunknown,Weymouth,MA,42.2081,-70.9524,RentLingo,1577358527,0,0,1,1,1,1,0,0,1,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0
5121,2.0,3.0,1,1595,817,627 NW Meadows Drive,Mcminnville,OR,45.2066,-123.2167,RentLingo,1577360439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
5122,1.0,1.0,1,1195,817,211 Sacandaga Rd,Glenville,NY,42.8587,-73.9562,RentLingo,1577360346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
5123,1.0,2.0,1,1025,817,3305 Park Avenue Owen's Garage Lofts,Saint Louis,MO,38.6274,-90.304,RentLingo,1577017094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5124,1.0,1.0,1,935,817,14504 Briar Forest Dr,Houston,TX,29.7714,-95.4343,RentLingo,1577358274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
5125,1.0,1.0,1,2148,818,addressunknown,Fort Lee,NJ,40.8488,-73.9736,RentDigs.com,1568765109,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5126,1.0,1.0,1,1733,818,addressunknown,Hanover,MD,39.1649,-76.7156,RentDigs.com,1568776854,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
5127,1.0,1.0,1,1638,818,addressunknown,Hanover,MD,39.1649,-76.7156,RentDigs.com,1568777285,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
5128,1.0,1.0,1,1631,818,addressunknown,Hanover,MD,39.1649,-76.7156,RentDigs.com,1568777326,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
5129,1.0,1.0,1,1400,818,addressunknown,Raleigh,NC,35.8455,-78.3386,RentDigs.com,1568768536,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
5130,1.0,1.0,1,1178,818,200 Water St,Webster,TX,29.5416,-95.1405,RentLingo,1577358383,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0
5131,1.0,1.0,1,959,818,3001 SW 24th Avenue,Ocala,FL,29.157,-82.1514,RentLingo,1577358931,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
5135,1.0,1.0,1,2580,819,addressunknown,Florham Park,NJ,40.7766,-74.3914,RentDigs.com,1568770894,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
5136,1.0,1.0,1,1735,819,912 Red River St,Austin,TX,30.3054,-97.7497,RentLingo,1577359693,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
5137,1.0,1.0,1,1401,819,addressunknown,Suwanee,GA,34.0648,-84.0849,RentDigs.com,1568770176,1,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,1,1,0,0,1,0,0
5138,1.0,2.0,1,1400,819,addressunknown,Hyattsville,MD,38.954,-76.8968,RentDigs.com,1568757388,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
5139,1.0,2.0,1,1250,819,245 Candler Rd,Atlanta,GA,33.7848,-84.3922,RentLingo,1575112922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
5140,1.0,1.0,1,1185,819,1723 Waldorf Boulevard,Madison,WI,43.0724,-89.4003,RentLingo,1577015510,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0
